Title,Directed by,Produced by,Starring,Lead,Cinematography,Production companies,Distributed by,Release_date_dt,Release_month,Running_time_min,Country,Language,Budget,Box_office,Box_office_opening,Rating
The Count of Monte Cristo,Kevin Reynolds,"['Gary Barber', 'Roger Birnbaum', 'Jonathan Glickman']","['Jim Caviezel', 'Guy Pearce', 'Richard Harris', 'James Frain', 'Dagmara Dominczyk', 'Luis Guzmán']",Jim Caviezel,Andrew Dunn,"['Touchstone Pictures', 'Spyglass Entertainment']",Buena Vista Pictures,2002-01-25,1.0,131.0,United States,English,35000000.0,75400000.0,11376150.0,PG-13
The Country Bears,Peter Hastings,"['Andrew Gunn', 'Jeffrey Chernov']","['Christopher Walken', 'Daryl ""Chill"" Mitchell', 'Diedrich Bader', 'Alex Rocco', 'Haley Joel Osment']",Christopher Walken,C. Mitchell Amundsen,['Walt Disney Pictures'],Buena Vista Pictures,2002-07-21,7.0,88.0,United States,English,35000000.0,18000000.0,5309675.0,Unknown
Crazy as Hell,Eriq La Salle,"['Butch Robinson', 'Michael Huens (line producer) \nKen Aguado']","['Eriq La Salle', 'Michael Beach', 'Ronny Cox', 'Tia Texada']",Eriq La Salle,,,,2002-09-27,9.0,113.0,United States,English,,,13341.0,R
Crossroads,Tamra Davis,Ann Carli,"['Britney Spears', 'Anson Mount', 'Zoe Saldana', 'Taryn Manning', 'Kim Cattrall', 'Dan Aykroyd']",Britney Spears,Eric Alan Edwards,"['MTV Films', 'Zomba Films', 'Shondaland']","['Paramount Pictures (North America)', 'Summit Entertainment (International)']",2002-02-15,2.0,94.0,United States,English,12000000.0,61100000.0,14527187.0,PG-13
Cypher,Vincenzo Natali,"['Paul Federbush', 'Wendy Grean', 'Casey La Scala', 'Hunt Lowry']","['Jeremy Northam', 'Lucy Liu', 'Nigel Bennett', 'Timothy Webber']",Jeremy Northam,Derek Rogers,,"['Pandora Cinema', 'Miramax Films']",2002-08-02,8.0,95.0,United States,English,7000000.0,,,R
The Dancer Upstairs,John Malkovich,"['Andrés Vicente Gómez', 'John Malkovich']","['Javier Bardem', 'Juan Diego Botto', 'Laura Morante', 'Elvira Mínguez', 'Wolframio Sinué']",Javier Bardem,José Luis Alcaine,"['Mr. Mudd', 'Antena 3 Televisión', 'Via Digital']",Fox Searchlight Pictures,2002-01-11,1.0,133.0,,,,5200000.0,106142.0,R
The Dangerous Lives of Altar Boys,Peter Care,"['Jodie Foster', 'Meg LeFauve', 'Jay Shapiro', 'Todd McFarlane']","['Emile Hirsch', 'Kieran Culkin', 'Jena Malone', 'Jodie Foster']",Emile Hirsch,Lance Acord,"['Egg Pictures', 'Initial Entertainment Group']",THINKFilm,2002-01-18,1.0,104.0,United States,English,12000000.0,2000000.0,55000.0,R
Darkness,Jaume Balagueró,"['Julio Fernández', 'Brian Yuzna']","['Anna Paquin', 'Lena Olin', 'Iain Glen', 'Giancarlo Giannini', 'Fele Martínez', 'Fermin Reixach', 'Stephan Enquist']",Anna Paquin,Sylvia Steinbrecht,['Fantastic Factory'],"['Filmax', '(Spain)', 'Dimension Films', '(United States)']",2002-10-11,10.0,102.0,,English,10600000.0,34409206.0,6400000.0,PG-13
Death to Smoochy,Danny DeVito,"['Andrew Lazar', 'Peter MacGregor-Scott']","['Robin Williams', 'Edward Norton', 'Catherine Keener', 'Danny DeVito', 'Jon Stewart']",Robin Williams,Anastas N. Michos,"['FilmFour', 'Senator Film', 'Mad Chance Productions']","['Warner Bros. Pictures', '(United States)', 'FilmFour Distributors (United Kingdom)']",2002-03-29,3.0,109.0,,English,50000000.0,8300000.000000001,4266463.0,R
Deuces Wild,Scott Kalvert,"['Michael Cerenzie', 'Willi Baer', 'Fred Caruso', 'Paul Kimatian']","['Stephen Dorff', 'Brad Renfro', 'Fairuza Balk', 'Vincent Pastore', 'Frankie Muniz', 'Balthazar Getty', 'Matt Dillon', 'Norman Reedus']",Stephen Dorff,John A. Alonzo,"['United Artists', 'CineWild', 'Eternity Pictures', 'The Antonia Company']",MGM Distribution Co.,2002-05-03,5.0,98.0,United States,English,10000000.0,6300000.0,2704682.0,R
Divine Secrets of the Ya-Ya Sisterhood,Callie Khouri,"['Bonnie Bruckheimer', 'Hunt Lowry', 'Bette Midler']","['Sandra Bullock', 'Ellen Burstyn', 'Fionnula Flanagan', 'James Garner', 'Ashley Judd', 'Shirley Knight', 'Angus Macfadyen', 'Maggie Smith']",Sandra Bullock,John Bailey,['Gaylord Films'],Warner Bros. Pictures,2002-06-07,6.0,116.0,United States,English,27000000.0,73800000.0,16167412.0,PG-13
Dragonfly,Tom Shadyac,"['Gary Barber', 'Roger Birnbaum', 'Mark Johnson', 'Tom Shadyac']","['Kevin Costner', 'Joe Morton', 'Ron Rifkin', 'Linda Hunt', 'Kathy Bates']",Kevin Costner,Dean Semler,"['Spyglass Entertainment', 'Shady Acres Entertainment']","['Universal Pictures', 'Spyglass Entertainment']",2002-02-22,2.0,104.0,,English,60000000.0,52300000.0,10216025.0,PG-13
Drumline,Charles Stone III,"['Dallas Austin', 'Timothy M. Bourne', 'Wendy Finerman', 'Jody Gerson', 'Greg Mooradian']","['Nick Cannon', 'Zoe Saldana', 'Orlando Jones', 'Leonard Roberts', 'Jason Weaver']",Nick Cannon,Shane Hurlbut,['Fox 2000 Pictures'],20th Century Fox,2002-12-13,12.0,120.0,United States,English,20000000.0,57600000.0,12604705.0,PG-13
Eight Crazy Nights,Seth Kearsley,"['Adam Sandler', 'Allen Covert', 'Jack Giarraputo']","['Adam Sandler', 'Jackie Titone', 'Austin Stout', 'Rob Schneider']",Adam Sandler,,"['Columbia Pictures', 'Happy Madison Productions']",Sony Pictures Releasing,2002-11-27,11.0,76.0,United States,English,,23800000.0,9434175.0,PG-13
Eight Legged Freaks,Ellory Elkayem,Dean Devlin,"['David Arquette', 'Kari Wuhrer', 'Scott Terra', 'Doug E. Doug', 'Scarlett Johansson']",David Arquette,John S. Bartley,"['Village Roadshow Pictures', 'Electric Entertainment']",Warner Bros. Pictures,2002-07-17,7.0,110.0,,English,30000000.0,45000000.0,6485458.0,PG-13
The Emperor's Club,Michael Hoffman,"['Marc Abraham', 'Andrew S. Karsch', ""Michael O'Neill""]","['Kevin Kline', 'Steven Culp', 'Embeth Davidtz', 'Patrick Dempsey', 'Joel Gretsch', 'Edward Herrmann', 'Emile Hirsch', 'Rob Morrow', 'Harris Yulin']",Kevin Kline,Lajos Koltai,"['Beacon Communications', 'LivePlanet', 'Sidney Kimmel Entertainment']",Universal Pictures,2002-09-09,9.0,109.0,United States,English,12500000.0,16300000.0,3846780.0,PG-13
Empire,Franc. Reyes,"['Daniel Bigel', 'Michael Mailer']","['John Leguizamo', 'Peter Sarsgaard', 'Denise Richards', 'Delilah Cotto', 'Sonia Braga', 'Isabella Rossellini']",John Leguizamo,,['Arenas Entertainment'],Universal Pictures,2002-12-06,12.0,90.0,United States,English,4000000.0,18591272.0,150800.0,PG-13
Enough,Michael Apted,"['Rob Cowan', 'Irwin Winkler']","['Jennifer Lopez', 'Billy Campbell', 'Juliette Lewis', 'Dan Futterman', 'Noah Wyle']",Jennifer Lopez,Rogier Stoffers,"['Columbia Pictures', 'Winkler Films']",Sony Pictures Releasing,2002-05-24,5.0,125.0,United States,English,38000000.0,51800000.0,14009653.0,PG-13
Equilibrium,Kurt Wimmer,"['Jan de Bont', 'Lucas Foster']","['Christian Bale', 'Emily Watson', 'Taye Diggs', 'Angus Macfadyen', 'Sean Bean', 'Matthew Harbour', 'William Fichtner']",Christian Bale,Dion Beebe,"['Dimension Films', 'Blue Tulip Productions']",Miramax Films,2002-12-06,12.0,107.0,United States,English,20000000.0,5300000.0,541512.0,R
Evelyn,Bruce Beresford,"['Pierce Brosnan', 'Michael Ohoven', 'Beau St. Clair']","['Sophie Vavasseur', 'Pierce Brosnan', 'Stephen Rea', 'Alan Bates', 'Julianna Margulies', 'Aidan Quinn']",Sophie Vavasseur,André Fleuren,"['First Look Media', 'Cinerenta', 'Irish DreamTime']",Pathé Distribution,2002-09-09,9.0,93.0,Ireland,English,,,65344.0,PG
Far from Heaven,Todd Haynes,"['Jody Allen', 'Christine Vachon']","['Julianne Moore', 'Dennis Quaid', 'Dennis Haysbert', 'Patricia Clarkson']",Julianne Moore,Edward Lachman,"['Consolidated Film Industries', 'TF1 Cinema', 'Section Eight', 'Vulcan Productions', 'Killer Films']",Focus Features,2002-09-02,9.0,107.0,United States,English,13500000.0,29000000.0,211279.0,PG-13
FeardotCom,William Malone,"['Limor Diamant', 'Moshe Diamant']","['Stephen Dorff', 'Natascha McElhone', 'Stephen Rea']",Stephen Dorff,Christian Sebaldt,"['Franchise Pictures', 'MDP Worldwide']","['Warner Bros. Pictures', '(United States and Canada, Japan, and Thailand)', 'Columbia TriStar Film Distributors International', '(International)']",2002-08-30,8.0,101.0,,English,40000000.0,18900000.0,5710128.0,R
The First $20 Million Is Always the Hardest,Mick Jackson,Trevor Albert,"['Adam Garcia', 'Rosario Dawson', 'Jake Busey', 'Enrico Colantoni', 'Ethan Suplee', 'Anjul Nigam', 'Gregory Jbara']",Adam Garcia,Ronald V. Garcia,,20th Century Fox,2002-06-28,6.0,105.0,,English,,,2535.0,PG-13
Frida,Julie Taymor,"['Sarah Green', 'Salma Hayek', 'Jay Polstein', 'Lizz Speed', 'Nancy Hardin', 'Lindsay Flickinger', 'Roberto Sneider']","['Salma Hayek', 'Alfred Molina', 'Geoffrey Rush', 'Valeria Golino', 'Mía Maestro', 'Roger Rees', 'Antonio Banderas', 'Edward Norton']",Salma Hayek,Rodrigo Prieto,"['Ventanarosa', 'Lions Gate Films']",Miramax Films,2002-08-29,8.0,123.0,United States,English,12000000.0,56300000.0,205996.0,R
Friday After Next,Marcus Raboy,"['Ice Cube', 'Matt Alvarez']","['Ice Cube', 'Mike Epps', 'John Witherspoon', 'Don ""D.C."" Curry', 'Anna Maria Horsford', 'Clifton Powell']",Ice Cube,Glen MacPherson,"['Cube Vision', 'Avery Pix']",New Line Cinema,2002-11-22,11.0,85.0,United States,English,10000000.0,33500000.0,13010767.0,R
Next Friday,Steve Carr,Ice Cube,"['Ice Cube', 'Mike Epps', 'John Witherspoon', 'Tamala Jones', 'Tommy ""Tiny"" Lister Jr.']",Ice Cube,Christopher J. Baffa,['Cube Vision'],New Line Cinema,2000-01-12,1.0,98.0,United States,English,11000000.0,59800000.0,14465156.0,R
The Four Feathers,Shekhar Kapur,"['Paul Feldsher', 'Robert Jaffe', 'Stanley R. Jaffe', 'Marty Katz']","['Heath Ledger', 'Wes Bentley', 'Kate Hudson', 'Djimon Hounsou', 'Michael Sheen']",Heath Ledger,Robert Richardson,"['Miramax Films', 'Jaffilms', 'High Command Productions Ltd.']","['Paramount Pictures', 'Buena Vista International']",2002-09-20,9.0,130.0,,English,35000000.0,29000000.0,6857879.0,PG-13
Full Frontal,Steven Soderbergh,"['Gregory Jacobs', 'Scott Kramer']","['David Duchovny', 'Nicky Katt', 'Catherine Keener', 'Mary McCormack', 'David Hyde Pierce', 'Julia Roberts', 'Blair Underwood']",David Duchovny,,,Miramax Films,2002-08-02,8.0,101.0,United States,English,2000000.0,3400000.0,739834.0,R
Gangs of New York,Martin Scorsese,"['Alberto Grimaldi', 'Harvey Weinstein']","['Leonardo DiCaprio', 'Daniel Day-Lewis', 'Cameron Diaz', 'Jim Broadbent', 'John C. Reilly', 'Henry Thomas', 'Brendan Gleeson']",Leonardo DiCaprio,Michael Ballhaus,"['Touchstone Pictures', 'Miramax Films', 'Alberto Grimaldi Productions', 'Initial Entertainment Group']",Buena Vista Pictures Distribution,2002-12-20,12.0,167.0,United States,English,100000000.0,193800000.0,9100000.0,R
Ghost Ship,Steve Beck,"['Joel Silver', 'Robert Zemeckis', 'Gilbert Adler']","['Julianna Margulies', 'Ron Eldard', 'Desmond Harrington', 'Isaiah Washington', 'Gabriel Byrne']",Julianna Margulies,Gale Tattersall,"['Dark Castle Entertainment', 'Village Roadshow Pictures', 'NPV Entertainment']",Warner Bros. Pictures,2002-10-25,10.0,90.0,,English,20000000.0,68300000.0,11503423.0,R
The Good Girl,Miguel Arteta,Matthew Greenfield,"['Jennifer Aniston', 'John C. Reilly', 'Jake Gyllenhaal', 'Tim Blake Nelson', 'Zooey Deschanel', 'Mike White']",Jennifer Aniston,Enrique Chediak,"['Myriad Pictures', 'Flan de Coco Films']",Fox Searchlight Pictures,,,93.0,United States,English,8000000.0,16900000.0,151642.0,R
Groom Lake,William Shatner,"['Chuck Williams', 'J.R. Bookwalter']","['William Shatner', 'Dan Gauthier', 'Amy Acker', 'Tom Towles', 'Chuck Williams', 'Dick Van Patten', 'John Prosky', 'Dan Martin', 'Rickey Medlocke', 'Duane Whitaker', 'Brenda Bakke', 'J.T. Colosa']",William Shatner,Mac Ahlberg,,"Shadow Entertainment, Koch Entertainment",,,92.0,United States,English,,,,Unknown
The Guru,Daisy von Scherler Mayer,"['Tim Bevan', 'Eric Fellner', 'Michael London']","['Jimi Mistry', 'Heather Graham', 'Marisa Tomei', 'Michael McKean', 'Christine Baranski']",Jimi Mistry,John de Borman,"['StudioCanal', 'Working Title Films']",Universal Pictures,2002-08-23,8.0,94.0,,English,11000000.0,24000000.0,613485.0,R
The Guys,,,,,,,,,,,,,,,16068.0,PG
Half Past Dead,Don Michael Paul,"['Elie Samaha', 'Steven Seagal', 'Andrew Stevens']","['Steven Seagal', 'Morris Chestnut', 'Ja Rule', 'Nia Peeples', 'Tony Plana', 'Kurupt']",Steven Seagal,Michael Slovis,['Franchise Pictures'],Screen Gems (through Sony Pictures Releasing),2002-11-15,11.0,98.0,United States,English,25000000.0,19200000.0,7820536.0,PG-13
Halloween: Resurrection,Rick Rosenthal,Paul Freeman,"['Busta Rhymes', 'Bianca Kajlich', 'Thomas Ian Nicholas', 'Ryan Merriman', 'Sean Patrick Thomas', 'Tyra Banks', 'Jamie Lee Curtis']",Busta Rhymes,David Geddes,"['Dimension Films', 'Nightfall Productions', 'Trancas International Films']","['Dimension Films', 'Miramax Films']",2002-07-12,7.0,90.0,United States,English,15000000.0,37600000.0,12292121.0,R
Harry Potter and the Chamber of Secrets,Chris Columbus,David Heyman,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson', 'Kenneth Branagh', 'John Cleese', 'Robbie Coltrane', 'Warwick Davis', 'Richard Griffiths', 'Richard Harris', 'Jason Isaacs', 'Alan Rickman', 'Fiona Shaw', 'Maggie Smith', 'Julie Walters']",Daniel Radcliffe,Roger Pratt,"['Warner Bros. Pictures', 'Heyday Films', '1492 Pictures']",Warner Bros. Pictures,2002-11-03,11.0,161.0,,English,100000000.0,879600000.0,88357488.0,PG
Hart's War,Gregory Hoblit,"['Wolfgang Glattes', 'Gregory Hoblit', 'David Ladd', 'Arnold Rifkin']","['Bruce Willis', 'Colin Farrell', 'Terrence Howard', 'Cole Hauser', 'Marcel Iureş', 'Linus Roache', 'Jonathan Brandis']",Bruce Willis,Alar Kivilo,['Metro–Goldwyn–Mayer'],MGM Distribution Co.,2002-02-15,2.0,125.0,United States,,70000000.0,33100000.0,7771753.0,R
Hey Arnold!: The Movie,Tuck Tucker,"['Craig Bartlett', 'Albie Hecht']","['Spencer Klein', 'Francesca Marie Smith', 'Jamil Smith', 'Dan Castellaneta', 'Tress MacNeille', 'Paul Sorvino', 'Jennifer Jason Leigh', 'Christopher Lloyd']",Spencer Klein,,"['Nickelodeon Movies', 'Snee-Oosh, Inc.', 'Nickelodeon Animation Studio']",Paramount Pictures,2002-06-28,6.0,75.0,United States,English,3000000.0,15200000.0,5706332.0,PG
High Crimes,Carl Franklin,"['Jesse Beaton', 'Arnon Milchan', 'Janet Yang']","['Ashley Judd', 'Morgan Freeman', 'Jim Caviezel', 'Amanda Peet', 'Tom Bower']",Ashley Judd,Theo van de Sande,['Regency Enterprises'],20th Century Fox,2002-04-05,4.0,115.0,United States,English,42000000.0,63800000.0,14005550.0,PG-13
Highway,James Cox,"['Guy Riedel', 'Scott Rosenberg']","['Jared Leto', 'Jake Gyllenhaal', 'Selma Blair']",Jared Leto,Mauro Fiore,,New Line Cinema,2002-03-26,3.0,97.0,United States,English,14000000.0,,326654.0,Unknown
Hollywood Ending,Woody Allen,Letty Aronson,"['Woody Allen', 'George Hamilton', 'Téa Leoni', 'Debra Messing', 'Mark Rydell', 'Treat Williams', 'Tiffani Thiessen']",Woody Allen,Wedigo von Schultzendorff,['The Kennedy/Marshall Company'],DreamWorks Pictures,2002-05-03,5.0,112.0,United States,English,16000000.0,14800000.0,2017981.0,PG-13
Home Room,Paul F. Ryan,Ben Ormand,"['Erika Christensen', 'Busy Philipps', 'Victor Garber', 'Agnes Bruckner']",Erika Christensen,,,DEJ Productions,2002-04-12,4.0,133.0,United States,English,,,3467.0,R
The Hot Chick,Tom Brady,"['John Schneider', ""Carr D'Angelo""]","['Rob Schneider', 'Anna Faris', 'Matthew Lawrence', 'Eric Christian Olsen', 'Robert Davi', ""Michael O'Keefe""]",Rob Schneider,Tim Suhrstedt,"['Touchstone Pictures', 'Happy Madison']",Buena Vista Pictures,2002-12-13,12.0,104.0,United States,English,,54600000.0,7401146.0,PG-13
The Hours,Stephen Daldry,"['Scott Rudin', 'Robert Fox']","['Meryl Streep', 'Julianne Moore', 'Nicole Kidman', 'Ed Harris', 'Toni Collette', 'Claire Danes', 'Jeff Daniels', 'Stephen Dillane', 'Allison Janney', 'John C. Reilly', 'Miranda Richardson']",Meryl Streep,Seamus McGarvey,['Scott Rudin Productions'],"['Paramount Pictures', '(North America)', 'Miramax International', '(International)']",2002-12-25,12.0,114.0,,English,25000000.0,108800000.0,338622.0,PG-13
I Spy,Betty Thomas,"['Mario Kassar', 'Andrew G. Vajna', 'Betty Thomas', 'Jenno Topping']","['Eddie Murphy', 'Owen Wilson', 'Famke Janssen', 'Malcolm McDowell']",Eddie Murphy,Oliver Wood,"['Columbia Pictures', 'Tall Trees Productions', 'C2 Pictures', 'Sheldon Leonard Productions']",Sony Pictures Releasing,2002-11-01,11.0,97.0,,English,70000000.0,60300000.0,12752803.0,PG-13
Ice Age,Chris Wedge,Lori Forte,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",Ray Romano,,"['Blue Sky Studios', '20th Century Fox Animation']",20th Century Fox,2002-03-15,3.0,81.0,United States,English,59000000.0,383300000.0,46312454.0,PG
Igby Goes Down,Burr Steers,"['David Rubin', 'Lisa Tornell', 'Trish Hofmann']","['Kieran Culkin', 'Claire Danes', 'Jeff Goldblum', 'Amanda Peet', 'Ryan Phillippe', 'Bill Pullman', 'Susan Sarandon']",Kieran Culkin,Wedigo von Schultzendorff,"['United Artists', 'Atlantic Streamline']",MGM Distribution Co.,2002-09-13,9.0,98.0,United States,English,9000000.0,6900000.0,306705.0,R
Impostor,Gary Fleder,"['Gary Fleder', 'Marty Katz', 'Daniel Lupi', 'Gary Sinise']","['Gary Sinise', 'Madeleine Stowe', ""Vincent D'Onofrio"", 'Tony Shalhoub', 'Tim Guinee', 'Mekhi Phifer']",Gary Sinise,Robert Elswit,,Dimension Films,2001-10-27,10.0,96.0,United States,English,40000000.0,,3022523.0,PG-13
Interstate 60,Bob Gale,"['Bob Gale', 'Ira Deutchman', 'Peter Newman']","['James Marsden', 'Gary Oldman', 'Amy Smart', 'Christopher Lloyd', 'Amy Jo Johnson', 'Ann-Margret', 'Art Evans', 'Chris Cooper', 'Michael J. Fox']",James Marsden,Denis Maloney,"['Fireworks Pictures', 'Seven Arts Pictures']",Samuel Goldwyn Films,2002-10-14,10.0,112.0,,English,7000000.0,,,R
Insomnia,Christopher Nolan,"['Paul Junger Witt', 'Tony Thomas', 'Edward L. McDonnell', 'Broderick Johnson', 'Andrew A. Kosove']","['Al Pacino', 'Robin Williams', 'Hilary Swank', 'Maura Tierney', 'Martin Donovan', 'Nicky Katt', 'Paul Dooley']",Al Pacino,Wally Pfister,"['Alcon Entertainment', 'Witt/Thomas Productions', 'Section Eight Productions']",Warner Bros. Pictures,2002-05-03,5.0,118.0,United States,English,46000000.0,113800000.0,20930169.0,R
Jackass: The Movie,Jeff Tremaine,"['Jeff Tremaine', 'Spike Jonze', 'Johnny Knoxville']","['Johnny Knoxville', 'Steve-O', 'Bam Margera', 'Chris Pontius', 'Ryan Dunn', 'Ehren McGhehey', 'Jason Acuña']",Johnny Knoxville,Dimitry Elyashkevich,"['Dickhouse Productions', 'Lynch Siderow Productions']","['Paramount Pictures', 'MTV Films']",2002-10-25,10.0,85.0,United States,English,5000000.0,79500000.0,22763437.0,R
Jason X,Jim Isaac,Noel Cunningham,Kane Hodder,K,Derick V. Underschultz,"['Crystal Lake Entertainment', 'Friday X Productions']",New Line Cinema,,,92.0,United States,English,11000000.0,17100000.0,6649006.0,R
Jason Goes to Hell: The Final Friday,Adam Marcus,"['Sean S. Cunningham', 'Debbie Hayn-Cass']","['John D. LeMay', 'Kari Keegan', 'Allison Smith', 'Steven Culp', 'Billy ""Green"" Bush', 'Kane Hodder', 'Erin Gray']",John D. LeMay,Bill Dill,['Sean S. Cunningham Films'],New Line Cinema,1993-08-13,8.0,88.0,United States,English,3000000.0,15900000.0,7552190.0,R
John Q.,Nick Cassavetes,"['Mark Burg', 'Oren Koules']","['Denzel Washington', 'Robert Duvall', 'James Woods', 'Anne Heche', 'Eddie Griffin', 'Kimberly Elise', 'Shawn Hatosy', 'Ray Liotta']",Denzel Washington,Rogier Stoffers,['Evolution Entertainment'],New Line Cinema,2002-02-15,2.0,116.0,United States,English,36000000.0,102200000.0,20275194.0,PG-13
Jonah: A VeggieTales Movie,"['Phil Vischer', 'Mike Nawrocki']",Ameake Owens,"['Phil Vischer', 'Mike Nawrocki', 'Tim Hodge', 'Lisa Vischer', 'Dan Anderson', 'Shelby Vischer', 'Kristin Blegen', 'Jim Poole']",Phil Vischer,,"['Big Idea Productions', 'F.H.E. Pictures']",Artisan Entertainment,2002-08-14,8.0,83.0,United States,English,14000000.0,25600000.0,6201345.0,Unknown
Juwanna Mann,Jesse Vaughan,"['James G. Robinson', 'David C. Robinson', 'Bill Gerber']","['Miguel A. Núñez Jr.', 'Vivica A. Fox', 'Kevin Pollak', 'Tommy Davidson', 'Kim Wayans', 'Ginuwine', 'Kimberly ""Lil\' Kim"" Jones']",Miguel A. Núñez Jr.,Reynaldo Villalobos,['Morgan Creek Productions'],Warner Bros. Pictures,2002-06-21,6.0,91.0,United States,English,15000000.0,13800000.0,5474270.0,PG-13
K-19: The Widowmaker,Kathryn Bigelow,"['Kathryn Bigelow', 'Edward S. Feldman', 'Sigurjón Sighvatsson', 'Christine Whitaker', 'Matthias Deyle']","['Harrison Ford', 'Liam Neeson', 'Peter Sarsgaard']",Harrison Ford,Jeff Cronenweth,"['Intermedia Films', 'National Geographic Society', 'New Regency Pictures']",Paramount Pictures,2002-07-19,7.0,138.0,,,90000000.0,65700000.0,12778459.0,PG-13
K-9: P.I.,Richard J. Lewis,Ron French,"['James Belushi', 'Gary Basaraba']",James Belushi,Roy H. Wagner,,Universal Studios Home Video,2002-07-30,7.0,95.0,,English,,,7471035.0,Unknown
The Kid Stays in the Picture,"['Nanette Burstein', 'Brett Morgen']","['Nanette Burstein', 'Brett Morgen']",,,,,USA Films,,,93.0,United States,English,,,89087.0,R
Killing Me Softly,Chen Kaige,"['Ivan Reitman', 'Joe Medjuck', 'Linda Myles', 'Michael Chinich']","['Heather Graham', 'Joseph Fiennes']",Heather Graham,Michael Coulter,['The Montecito Picture Company'],"['Metro-Goldwyn-Mayer', '(United States)', 'Pathé Distribution', '(United Kingdom)']",2002-06-21,6.0,100.0,,English,,7800000.0,,R
Kiss the Bride,Vanessa Parise,"['Vanessa Parise', 'Marco Derhy', 'Jordan Gertner']","['Amanda Detmer', 'Sean Patrick Flanery', 'Brooke Langton', 'Monet Mazur', 'Alyssa Milano']",Amanda Detmer,,"['Empera Pictures', 'Imageworks Entertainment International', 'Replay Pictures']",MGM Home Entertainment,2002-10-16,10.0,89.0,,English,,,8811.0,R
Kung Pow! Enter the Fist,Steve Oedekerk,"['Steve Oedekerk', 'Tom Koranda', 'Paul Marshal']","['Steve Oedekerk', 'Jennifer Tung', 'Leo Lee']",Steve Oedekerk,John J. Connor,['O Entertainment'],20th Century Fox,2002-01-25,1.0,83.0,United States,English,10000000.0,17000000.0,7017474.0,PG-13
The Laramie Project,Moisés Kaufman,,"['Nestor Carbonell', 'Christina Ricci', 'Dylan Baker', 'Terry Kinney', 'Lou Ann Wright']",Nestor Carbonell,Terry Stacey,"['Good Machine', 'HBO Films']",,,,97.0,,,,,157553.0,R
Last Call,Henry Bromell,,"['Jeremy Irons', 'Neve Campbell', 'Sissy Spacek']",Jeremy Irons,Jeff Jur,,Showtime Networks,2002-05-25,5.0,,,English,5000000.0,,29610.0,R
Laurel Canyon,Lisa Cholodenko,"['Jeff Levy-Hinte', 'Susan A. Stover']","['Frances McDormand', 'Christian Bale', 'Kate Beckinsale', 'Natascha McElhone', 'Alessandro Nivola']",Frances McDormand,Wally Pfister,['Antidote Films'],Sony Pictures Classics,2002-05-18,5.0,101.0,United States,English,,4412203.0,149099.0,R
Life or Something Like It,Stephen Herek,"['John Davis', 'Arnon Milchan', 'Toby Jaffe', 'Chi-Li Wong']","['Angelina Jolie', 'Edward Burns', 'Tony Shalhoub', 'Stockard Channing']",Angelina Jolie,Stephen H. Burum,"['Regency Enterprises', 'Davis Entertainment', 'New Regency']",20th Century Fox,2002-04-26,4.0,103.0,United States,English,40000000.0,16900000.0,6219234.0,PG-13
Like Mike,John Schultz,"['Barry Josephson', 'Peter Heller']","[""Lil' Bow Wow"", 'Morris Chestnut', 'Jonathan Lipnicki', 'Robert Forster', 'Crispin Glover', 'Eugene Levy']",Lil' Bow Wow,Shawn Maurer,"['NBA Entertainment', 'Heller Highwater Productions', 'Josephson Entertainment']",20th Century Fox,2002-07-03,7.0,99.0,United States,English,30000000.0,62300000.0,12179420.0,PG
Lilo & Stitch,"['Chris Sanders', 'Dean DeBlois']",Clark Spencer,"['Chris Sanders', 'Daveigh Chase', 'Tia Carrere', 'Ving Rhames', 'David Ogden Stiers', 'Kevin McDonald', 'Jason Scott Lee', 'Zoe Caldwell', 'Kevin Michael Richardson']",Chris Sanders,,"['Walt Disney Pictures', 'Walt Disney Feature Animation']","Buena Vista Pictures Distribution, Inc.",2002-06-21,6.0,85.0,United States,English,80000000.0,273100000.0,35260212.0,PG
The Lord of the Rings: The Two Towers,Peter Jackson,"['Barrie M. Osborne', 'Fran Walsh', 'Peter Jackson']","['Elijah Wood', 'Ian McKellen', 'Liv Tyler', 'Viggo Mortensen', 'Sean Astin', 'Cate Blanchett', 'John Rhys-Davies', 'Bernard Hill', 'Christopher Lee', 'Billy Boyd', 'Dominic Monaghan', 'Orlando Bloom', 'Hugo Weaving', 'Miranda Otto', 'David Wenham', 'Brad Dourif', 'Karl Urban', 'Andy Serkis']",Elijah Wood,Andrew Lesnie,"['New Line Cinema', 'WingNut Films']",New Line Cinema,2002-12-05,12.0,179.0,,English,94000000.0,947500000.0,62007528.0,PG-13
Maid in Manhattan,Wayne Wang,"['Elaine Goldsmith-Thomas', 'Paul Schiff', 'Deborah Schindler']","['Jennifer Lopez', 'Ralph Fiennes', 'Natasha Richardson', 'Stanley Tucci', 'Bob Hoskins']",Jennifer Lopez,Karl Walter Lindenlaub,"['Columbia Pictures', 'Revolution Studios', 'Hughes Entertainment']",Sony Pictures Releasing,2002-12-13,12.0,105.0,United States,English,65000000.0,163800000.0,18711407.0,PG-13
